speaker, data, score
MR. STEIN,20130501,-0.5
MR. POWELL,20130501,0.5
C. MR. BULLARD,20130501,0
A? MR. CLOUSE,20130501,0
MS. DANKER,20130501,0
MR. MEYER,20130501,0
CHAIRMAN BERNANKE,20130619,-0.5
MR. LACKER,20130619,-0.5
MR. PLOSSER,20130619,0.5
MR. FISHER,20130619,0.5
VICE CHAIRMAN DUDLEY,20130619,-0.5
MR. POTTER,20130619,0
MR. BULLARD,20130619,-0.5
MS. DUKE,20130619,0.5
MR. POWELL,20130619,0.5
MS. LOGAN,20130619,0
MR. LAUBACH,20130619,0
MR. GRUBER,20130619,0
MR. CAMPBELL,20130619,0
MS. IHRIG,20130619,-0.5
MR. KOCHERLAKOTA,20130619,-0.5
MR. WILCOX,20130619,0
MR. REIFSCHNEIDER,20130619,0
MR. KAMIN,20130619,0
MS. RASKIN,20130619,-0.5
MR. STEFANI,20130619,-0.5
MR. WILLIAMS,20130619,-0.5
MR. ENGEN,20130619,0
US. MR. REIFSCHNEIDER,20130619,0
MR. ROSENGREN,20130619,-0.5
MR. LOCKHART,20130619,-0.5
MR. EVANS,20130619,-0.5
U.S,20130619,-0.5
MS. GEORGE,20130619,0.5
MS. YELLEN,20130619,-0.5
MR. TARULLO,20130619,-0.5
MR. STEIN,20130619,-0.5
MR. ENGLISH,20130619,-0.5
VARIOUS,20130619,0
MR. LUECKE,20130619,0
CHAIRMAN BERNANKE,20130731,0
MS. DUKE,20130731,-0.5
MR. POTTER,20130731,0
MS. REMACHE,20130731,0
(IOER),20130731,0
VICE CHAIRMAN DUDLEY,20130731,-0.5
MR. KOCHERLAKOTA,20130731,-0.5
MR. LACKER,20130731,-0.5
MR. PLOSSER,20130731,0.5
FOMC. MR. PLOSSER,20130731,0
MR. FISHER,20130731,-0.5
MR. STEIN,20130731,-0.5
MR. TARULLO,20130731,-0.5
MR. EVANS,20130731,-0.5
MS. YELLEN,20130731,-0.5
MR. WILCOX,20130731,0
MR. KAMIN,20130731,-0.5
MR. LOCKHART,20130731,-0.5
MR. BULLARD,20130731,-0.5
MR. ROSENGREN,20130731,-0.5
MS. PIANALTO,20130731,0.5
MS. GEORGE,20130731,0.5
MR. WILLIAMS,20130731,-0.5
MS. RASKIN,20130731,-0.5
MR. POWELL,20130731,-0.5
MR. ENGLISH,20130731,0
B? MR. POTTER,20130731,0
ECI. MR. WASCHER,20130731,0
MR. WASCHER,20130731,0
PARTICIPANT,20130731,0
CHARIMAN BERNANKE,20130731,0
). MR. FISHER,20130731,0
). CHAIRMAN BERNANKE,20130731,0
)? VICE CHAIRMAN DUDLEY,20130731,0
NB ER. MR. TARULLO,20130731,0
MS. DANKER,20130731,0
,20130731,0
B. CHAIRMAN BERNANKE,20130731,0
CHAIRMAN BERNANKE,20130918,0
MR. FISHER,20130918,0.5
MR. ROSENBLUM,20130918,0
MR. POTTER,20130918,0
MR. BURKE,20130918,0
MR. LACKER,20130918,0.5
MR. EVANS,20130918,-0.5
MR. STEIN,20130918,-0.5
VICE CHAIRMAN DUDLEY,20130918,-0.5
MR. KOCHERLAKOTA,20130918,-0.5
MR. BULLARD,20130918,-0.5
MR. WILCOX,20130918,-0.5
MR. KAMIN,20130918,-0.5
MR. KILEY,20130918,0
MR. GUST,20130918,0
MS. YELLEN,20130918,-0.5
MR. LOCKHART,20130918,-0.5
MR. TARULLO,20130918,-0.5
MR. WILLIAMS,20130918,-0.5
MR. WASCHER,20130918,0
MR. RUDD,20130918,0
MR. ROSENGREN,20130918,-0.5
MS. GEORGE,20130918,0.5
MR. PLOSSER,20130918,0.5
MS. PIANALTO,20130918,0.5
MR. POWELL,20130918,-0.5
MR. MEYER,20130918,-0.5
MR. LAUBACH,20130918,0
PARTICIPANTS,20130918,0
C. CHAIRMAN BERNANKE,20130918,0
MS. DANKER,20130918,0
CHAIRMAN BERNANKE,20131030,0
MR. ROSENGREN,20131030,-0.5
MR. BULLARD,20131030,-0.5
MS. DANKER,20131030,0
MR. POTTER,20131030,0
MR. FISHER,20131030,0.5
MR. KAMIN,20131030,0
MR. KOCHERLAKOTA,20131030,-0.5
MR. LACKER,20131030,-0.5
MR. PLOSSER,20131030,0.5
MR. LEBOW,20131030,-0.5
MR. WASCHER,20131030,0
MR. WILLIAMS,20131030,-0.5
MR. ENGLISH,20131030,-0.5
MR. CLOUSE,20131030,-0.5
MR. LOCKHART,20131030,-0.5
MS. PIANALTO,20131030,0.5
MR. EVANS,20131030,-0.5
MS. GEORGE,20131030,0.5
VICE CHAIRMAN DUDLEY,20131030,-0.5
MS. YELLEN,20131030,-0.5
MR. TARULLO,20131030,-0.5
MR. STEIN,20131030,-0.5
MR. POWELL,20131030,-0.5
MR. TETLOW,20131030,-0.5
). MR. EVANS,20131030,0
CHAIRMAN BERNANKE,20131218,0
MR. SNIDERMAN,20131218,0
MR. PLOSSER,20131218,0.5
MR. POTTER,20131218,0
MS. LOGAN,20131218,0
VICE CHAIRMAN DUDLEY,20131218,0.5
MR. LACKER,20131218,-0.5
MR. FISHER,20131218,0.5
MR. KOCHERLAKOTA,20131218,-0.5
MS. YELLEN,20131218,-0.5
MR. LUECKE,20131218,0
MS. TEVLIN,20131218,0
(PDFP),20131218,-0.5
MR. REEVE,20131218,0
MS. LIANG,20131218,0
MS. WEINBACH,20131218,0
MR. EVANS,20131218,-0.5
MR. ENGLISH,20131218,0
MR. TARULLO,20131218,-0.5
FOMC? MS,20131218,0
MR. ROSENGREN,20131218,-0.5
MR. LAUBACH,20131218,0
MR. BULLARD,20131218,-0.5
MR. WILCOX,20131218,0
PARTICIPANTS,20131218,0
MR. LOCKHART,20131218,-0.5
MR. WILLIAMS,20131218,-0.5
MS. PIANALTO,20131218,-0.5
MS. GEORGE,20131218,-0.5
MR. STEIN,20131218,-0.5
MR. POWELL,20131218,-0.5
B. VICE CHAIRMAN DUDLEY,20131218,0
B. MR. PLOSSER,20131218,0
VICE CHAIRMAN DUDLEY,20140129,0
CHAIRMAN BERNANKE,20140129,0
MR. TARULLO,20140129,-0.5
MR. STEIN,20140129,-0.5
MR. POWELL,20140129,-0.5
MR. LACKER,20140129,-0.5
MR. LUECKE,20140129,0
MR. POTTER,20140129,0
(NAFA),20140129,0
MS. YELLEN,20140129,-0.5
MR. PLOSSER,20140129,0.5
MR. KOCHERLAKOTA,20140129,-0.5
MR. ROSENGREN,20140129,-0.5
MR. FISHER,20140129,0.5
MR. LOCKHART,20140129,-0.5
FOMC? CHAIRMAN BERNANKE,20140129,0
MR. WILCOX,20140129,0
MR. KAMIN,20140129,0
MR. WASCHER,20140129,0
MR. RUDD,20140129,0
MR. EVANS,20140129,-0.5
MR. BULLARD,20140129,-0.5
MR. KILEY,20140129,0
MR. WILLIAMS,20140129,-0.5
MS. PIANALTO,20140129,-0.5
MS. GEORGE,20140129,0.5
MR. ENGLISH,20140129,-0.5
SEVERAL,20140129,0
PRESIDENT ROSENGREN,20140129,0
MS. LOGAN,20140129,0
CHAIR YELLEN,20140319,-0.5
MR. POTTER,20140319,0
MR. ROSENGREN,20140319,-0.5
MR. TARULLO,20140319,-0.5
MR. PLOSSER,20140319,0.5
MR. FISHER,20140319,0.5
MS. LIPSCOMB,20140319,0
MR. ENGLISH,20140319,0
MR. KOCHERLAKOTA,20140319,-0.5
MR. EVANS,20140319,-0.5
MR. WILCOX,20140319,0
MR. RUDD,20140319,0
VICE CHAIRMAN DUDLEY,20140319,-0.5
MR. KAMIN,20140319,0
MR. WASCHER,20140319,0
MR. WILLIAMS,20140319,-0.5
MR. LOCKHART,20140319,-0.5
MS. PIANALTO,20140319,-0.5
MR. LACKER,20140319,-0.5
MR. BULLARD,20140319,0.5
MS. GEORGE,20140319,0.5
MR. STEIN,20140319,-0.5
MR. POWELL,20140319,-0.5
PARTICIPANT,20140319,0
MR. LUECKE,20140319,0
CHAIR YELLEN,20140430,0
VICE CHAIRMAN DUDLEY,20140430,0
MR. TARULLO,20140430,-0.5
MS. IHRIG,20140430,0
MR. FROST,20140430,0
MR. NATALUCCI,20140430,0
MR. MARTIN,20140430,0
MR. ROSENGREN,20140430,-0.5
MR. ENGLISH,20140430,0
MR. POTTER,20140430,0
MR. FISHER,20140430,-0.5
MR. BULLARD,20140430,-0.5
MR. STEIN,20140430,0
MR. KAMIN,20140430,0
MR. EVANS,20140430,-0.5
MR. KOCHERLAKOTA,20140430,-0.5
MR. LACKER,20140430,-0.5
SEVERAL,20140430,0
ON RRP . MR. POTTER,20140430,0
MR. PLOSSER,20140430,-0.5
MR. WILLIAMS,20140430,-0.5
MR. LOCKHART,20140430,-0.5
MS. PIANALTO,20140430,0
MS. GEORGE,20140430,-0.5
MR. POWELL,20140430,0
MS. LOGAN,20140430,0
MR. WASCHER,20140430,0
U.S. GDP,20140430,-0.5
MR. COVITZ,20140430,0
MS. LIANG,20140430,0
MR. FISHER. B,20140430,0
MR. LUECKE,20140430,0
CHAIR YELLEN,20140618,0
MR. FISCHER,20140618,-0.5
MS. LOGAN,20140618,0
MR. POTTER,20140618,0
MR. LOCKHART,20140618,-0.5
MR. LACKER,20140618,-0.5
MR. KOCHERLAKOTA,20140618,-0.5
MR. EVANS,20140618,-0.5
MR. FISHER,20140618,0.5
MR. ENGLISH,20140618,0
MR. NATALUCCI,20140618,0
MR. ROSENGREN,20140618,-0.5
RRP. MR. ROSENGREN,20140618,0
MR. BULLARD,20140618,0.5
MR. PLOSSER,20140618,0.5
MS. WEINBACH,20140618,0
MS. LEONARD,20140618,0
MR. TARULLO,20140618,-0.5
VICE CHAIRMAN DUDLEY,20140618,-0.5
MR. POWELL,20140618,-0.5
MR. ALVAREZ,20140618,0
MR. KAMIN,20140618,0
ON RRP,20140618,0
MR. WILLIAMS,20140618,-0.5
MS. GEORGE,20140618,0.5
MBS. CHAIR YELLEN,20140618,0
MS. MESTER,20140618,-0.5
MS. BRAINARD,20140618,-0.5
MR. RUDD,20140618,0
MS. WILSON,20140618,0
MS. WEI,20140618,0
PCE. MR. LACKER,20140618,0
MR. WILCOX,20140618,0
PCE? MR. RUDD,20140618,0
CPI? MR. EVANS,20140618,0
PCE. MR. FISCHER,20140618,0
FOMC. CHAIR YELLEN,20140618,0
MR. LUECKE,20140618,0
CHAIR YELLEN,20140730,0
MR. FISHER,20140730,0.5
MR. FISCHER,20140730,-0.5
MR. POTTER,20140730,0
ON RRP,20140730,0
MR. ROSENGREN,20140730,-0.5
MS. LOGAN,20140730,0
MR. POWELL,20140730,0.5
MR. ENGLISH,20140730,0
MS. GEORGE,20140730,0.5
MR. LACKER,20140730,0.5
MS. WEINBACH,20140730,0
MR. MEYER,20140730,0
MR. LOCKHART,20140730,-0.5
VICE CHAIRMAN DUDLEY,20140730,-0.5
MR. KOCHERLAKOTA,20140730,-0.5
MR. TARULLO,20140730,-0.5
MS. MESTER,20140730,0.5
MR. PLOSSER,20140730,0.5
MR. DUDLEY,20140730,0
MR. EVANS,20140730,-0.5
MR. BULLARD,20140730,0.5
MR. WILLIAMS,20140730,-0.5
MS. BRAINARD,20140730,-0.5
MR. WILCOX,20140730,0
MR. KAMIN,20140730,0
MR. BOWMAN,20140730,0
MR. WASCHER,20140730,0
I? CHAIR YELLEN,20140730,0
DEDO. CHAIR YELLEN,20140730,0
MR. LAUBACH,20140730,0
MR. LUECKE,20140730,0
CHAIR YELLEN,20140917,0
MR. FISCHER,20140917,-0.5
MR. POTTER,20140917,0
MS. LOGAN,20140917,0
MR. FISHER,20140917,0.5
MR. POWELL,20140917,-0.5
MR. KOCHERLAKOTA,20140917,-0.5
MR. BULLARD,20140917,0.5
VICE CHAIRMAN DUDLEY,20140917,-0.5
MR. WILLIAMS,20140917,-0.5
MR. KAMIN,20140917,0
MR. LACKER,20140917,-0.5
MR. ENGLISH,20140917,0
RRP. VICE CHAIRMAN DUDLEY,20140917,0
MR. TARULLO,20140917,-0.5
MR. FISCHER. MPC. MR. KOCHERLAKOTA,20140917,0
MS. MESTER,20140917,0.5
MR. PLOSSER,20140917,0.5
MR. WILCOX,20140917,0
MS. DEBOER,20140917,0
MR. EVANS,20140917,-0.5
MR. ENGEN,20140917,0
MR. ROSENGREN,20140917,-0.5
MR. LOCKHART,20140917,-0.5
MS. GEORGE,20140917,0.5
MS. BRAINARD,20140917,-0.5
SEP. MR. POTTER,20140917,0
C? MS. MESTER,20140917,0
MR. LUECKE,20140917,0
CHAIR YELLEN,20141029,0
MR. FISCHER,20141029,-0.5
MS. LOGAN,20141029,0
MR. POTTER,20141029,0
MR. WILLIAMS,20141029,-0.5
VICE CHAIRMAN DUDLEY,20141029,-0.5
MR. EVANS,20141029,-0.5
MR. ENGLISH,20141029,0
MR. KOCHERLAKOTA,20141029,-0.5
MR. FISHER,20141029,0.5
MR. BULLARD,20141029,-0.5
MR. LACKER,20141029,0
MR. ROSENGREN,20141029,-0.5
MR. FROST,20141029,0
MR. POWELL,20141029,-0.5
MR. NATALUCCI,20141029,0
ON RRP,20141029,0
MS. MESTER,20141029,-0.5
RRP. MR. ENGLISH,20141029,0
MR. TARULLO,20141029,-0.5
MR. LOCKHART,20141029,-0.5
MR. PLOSSER,20141029,0.5
MR. ENGEN,20141029,0
MR. KAMIN,20141029,0
MS. LIANG,20141029,0
MR. ERCEG,20141029,0
CPI? MR. ENGEN,20141029,0
MR. GRUBER,20141029,0
MS. GEORGE,20141029,0.5
MS. BRAINARD,20141029,-0.5
MR. LUECKE,20141029,0
MR. TETLOW,20141029,0
CHAIR YELLEN,20141217,-0.5
MR. FISCHER,20141217,-0.5
MR. POTTER,20141217,0
MR. FISHER,20141217,0.5
MR. KOCHERLAKOTA,20141217,-0.5
MR. BULLARD,20141217,0.5
MR. EVANS,20141217,-0.5
MR. ENGLISH,20141217,-0.5
MS. LOGAN,20141217,0
MS. MESTER,20141217,0.5
MR. TARULLO,20141217,-0.5
MR. STEVENS,20141217,0
MR. ERCEG,20141217,0
MS. KLEE,20141217,0
VICE CHAIRMAN DUDLEY,20141217,0.5
MR. KAMIN,20141217,0
GDP. MR. BULLARD,20141217,0
MR. LOCKHART,20141217,-0.5
MR. LACKER,20141217,0.5
MR. ROSENGREN,20141217,-0.5
MR. WILLIAMS,20141217,-0.5
MR. PLOSSER,20141217,0.5
MS. GEORGE,20141217,0.5
MR. POWELL,20141217,-0.5
MS. BRAINARD,20141217,-0.5
MR. WILCOX,20141217,0
MR. LUECKE,20141217,0
CHAIR YELLEN,20150128,0
MR. PLOSSER,20150128,0.5
MR. FISHER,20150128,0.5
MR. FISCHER,20150128,-0.5
MR. TARULLO,20150128,-0.5
MR. POWELL,20150128,-0.5
MR. LUECKE,20150128,0
VICE CHAIRMAN DUDLEY,20150128,-0.5
MR. POTTER,20150128,0
MR. LACKER,20150128,0.5
MR. KOCHERLAKOTA,20150128,-0.5
MR. BULLARD,20150128,0.5
MR. ENGLISH,20150128,0
SEP. MR. ENGLISH,20150128,0
MS. MESTER,20150128,0.5
MR. EVANS,20150128,-0.5
MR. WILLIAMS,20150128,-0.5
MS. BRAINARD,20150128,-0.5
MR. LAUBACH,20150128,0
MS. LOGAN,20150128,0
MR. ROSENGREN,20150128,-0.5
MR. CLOUSE,20150128,0
ON RRP,20150128,0.5
MR. LOCKHART,20150128,-0.5
MS. GEORGE,20150128,0.5
MR. KAMIN,20150128,0
MR. WILCOX,20150128,0
MR. KILEY,20150128,0
MR. WASCHER,20150128,-0.5
US? MR. WILCOX,20150128,0
MR FISHER,20150128,0
MR. RUDD,20150128,0
MS. LIANG,20150128,0
U.S. GDP,20150128,0.5
MR. FROST,20150128,0
MR. E. NELSON,20150128,-0.5
MR. REIFSCHNEIDER,20150128,0
CHAIR YELLEN,20150318,0
MR. FISCHER,20150318,0.5
MR. POTTER,20150318,0
MR. KOCHERLAKOTA,20150318,-0.5
MR. EVANS,20150318,-0.5
MS. LOGAN,20150318,0
MR. LACKER,20150318,0.5
MR. ROSENGREN,20150318,-0.5
RRP. MS. LOGAN,20150318,0
MR. POWELL,20150318,-0.5
VICE CHAIRMAN DUDLEY,20150318,-0.5
MS. BRAINARD,20150318,-0.5
RRP. CHAIR YELLEN,20150318,0
MS. IHRIG,20150318,0
MR. MARTIN,20150318,0
ON RRP,20150318,0.5
MS. MESTER,20150318,0.5
MR. LOCKHART,20150318,-0.5
MR. TARULLO,20150318,-0.5
MR. PRICHARD,20150318,0.5
MS. HOLCOMB,20150318,0.5
MR. WILLIAMS,20150318,-0.5
MS. GEORGE,20150318,-0.5
MR. BULLARD,20150318,0.5
MR. LAUBACH,20150318,0
IOER,20150318,0
MR. LUECKE,20150318,0
MR. KAMIN,20150318,0
MR. WILCOX,20150318,0
MR. KIM,20150318,-0.5
MR. WASCHER,20150318,0
GDP. MR. EVANS,20150318,0
VARIOUS PARTICIPANTS,20150318,0
CHAIR YELLEN,20150429,0
MR. FISCHER,20150429,-0.5
MR. POTTER,20150429,0
MS. LOGAN,20150429,0
MR. POWELL,20150429,-0.5
MR. BULLARD,20150429,0.5
MR. LACKER,20150429,0.5
VICE CHAIRMAN DUDLEY,20150429,-0.5
MS. MEADE,20150429,0
MR. LOCKHART,20150429,-0.5
MR. ROSENGREN,20150429,-0.5
MR. ALVAREZ,20150429,0
MS. GEORGE,20150429,-0.5
MR. TARULLO,20150429,-0.5
MS. BRAINARD,20150429,-0.5
MR. EVANS,20150429,-0.5
MR. WILLIAMS,20150429,-0.5
MS. MESTER,20150429,-0.5
MR. PRICHARD,20150429,-0.5
MS. HOLCOMB,20150429,0
MR. KOCHERLAKOTA,20150429,-0.5
MR. WASCHER,20150429,0
MR. KAMIN,20150429,0
MR. GALLIN,20150429,0
GDP. MR. BULLARD,20150429,0
MR. ENGEN,20150429,0
MR. LAUBACH,20150429,0
PARTICIPANT,20150429,0
MR. LUECKE,20150429,0
CHAIR YELLEN,20150617,0
MR. FISCHER,20150617,0.5
MR. POTTER,20150617,0
MR. ROSENGREN,20150617,-0.5
VICE CHAIRMAN DUDLEY,20150617,0.5
MR. WILLIAMS,20150617,0.5
LAUGHLIN,20150617,0
MR. POWELL,20150617,-0.5
MR. LACKER,20150617,0.5
MR. KOCHERLAKOTA,20150617,-0.5
MS. GEORGE,20150617,0.5
MS. BRAINARD,20150617,-0.5
MR. FOLLETTE,20150617,-0.5
MS. WILSON,20150617,0
MR. TETLOW,20150617,-0.5
MR. WILCOX,20150617,-0.5
MR. KAMIN,20150617,0
MS. MESTER,20150617,0.5
MR. LOCKHART,20150617,-0.5
MR. PRICHARD,20150617,0.5
MS. HOLCOMB,20150617,0.5
MR. EVANS,20150617,-0.5
MR. BULLARD,20150617,0.5
MR. LAUBACH,20150617,0
MR. TARULLO,20150617,-0.5
PARTICIPANT,20150617,0
MR. LUECKE,20150617,0
CHAIR YELLEN,20150729,0
MR. HARKER,20150729,0.5
MR. FISCHER,20150729,0.5
MR. POTTER,20150729,0
MS. LOGAN,20150729,0
MR. BULLARD,20150729,0.5
MR. EVANS,20150729,-0.5
MR. KOCHERLAKOTA,20150729,-0.5
MR. CLOUSE,20150729,0
MR. TARULLO,20150729,-0.5
VICE CHAIRMAN DUDLEY,20150729,-0.5
MS. KLEE,20150729,0
MS. REMACHE,20150729,0
MR. WILLIAMS,20150729,0.5
MR. ROSENGREN,20150729,-0.5
MS. BRAINARD,20150729,-0.5
MR. LACKER,20150729,0.5
MR. LAUBACH,20150729,0
MR. LOCKHART,20150729,0.5
MS. MESTER,20150729,0.5
US? MR. LAUBACH,20150729,0
MR. WILCOX,20150729,-0.5
MS. GEORGE,20150729,0.5
MS. HOLCOMB,20150729,0.5
MR. POWELL,20150729,-0.5
MR. CLARK,20150729,0
MS. MEADE,20150729,0
MR. KAMIN,20150729,0
MS. LIANG,20150729,0
MR. WASCHER,20150729,0
MR. LUECKE,20150729,0
CHAIR YELLEN,20150917,-0.5
MR. KAPLAN,20150917,0.5
MR. FISCHER,20150917,-0.5
MR. POTTER,20150917,0
MS. LOGAN,20150917,0
MR. BULLARD,20150917,0.5
MR. EVANS,20150917,-0.5
MR. WILLIAMS,20150917,0.5
VICE CHAIRMAN DUDLEY,20150917,-0.5
MR. ROSENGREN,20150917,-0.5
MR. KOCHERLAKOTA,20150917,-0.5
MR. KAMIN,20150917,-0.5
MS. KLEE,20150917,0
MR. ERCEG,20150917,0
MR. LAUBACH,20150917,-0.5
MR. LACKER,20150917,0.5
MR. WILCOX,20150917,0
MS. MESTER,20150917,0.5
MS. GEORGE,20150917,0.5
MR. TARULLO,20150917,-0.5
MR. POWELL,20150917,-0.5
MS. BRAINARD,20150917,-0.5
MR. COVAS,20150917,-0.5
MR. REIFSCHNEIDER,20150917,0
MR. LOCKHART,20150917,-0.5
MR. HARKER,20150917,0.5
MR. LUECKE,20150917,0
CHAIR YELLEN,20151028,0
MR. KOCHERLAKOTA,20151028,-0.5
MR. FISCHER,20151028,-0.5
MR. GUST,20151028,0
MR. YI,20151028,0
MR. TAMBALOTTI,20151028,0
MR. LACKER,20151028,0.5
MR. EVANS,20151028,-0.5
MR. BULLARD,20151028,0.5
VICE CHAIRMAN DUDLEY,20151028,-0.5
MR. LAUBACH,20151028,0
MR. WILLIAMS,20151028,0.5
MR. TARULLO,20151028,-0.5
MR. LOCKHART,20151028,0.5
MS. MESTER,20151028,0.5
MR. ROSENGREN,20151028,-0.5
MR. HARKER,20151028,0.5
MR. POWELL,20151028,-0.5
MS. BRAINARD,20151028,-0.5
MR. KAPLAN,20151028,-0.5
MS. LOGAN,20151028,0
RRP. MR. TARULLO,20151028,0
MR. POTTER,20151028,0
MS. IHRIG,20151028,0
MR. LEBOW,20151028,0
MR. KAMIN,20151028,0
MR. LEHNERT,20151028,0
MR. DUDLEY,20151028,0
MS. GEORGE,20151028,0.5
MR.TARULLO,20151028,0
MR. MADIGAN,20151028,-0.5
CHAIR YELLEN,20151216,0.5
MR. LYON,20151216,-0.5
MR. FISCHER,20151216,0.5
MR. POTTER,20151216,0
MS. LOGAN,20151216,0
MR. BULLARD,20151216,0.5
MR. TARULLO,20151216,-0.5
MR. ROBERTS,20151216,0
MR. GRUBER,20151216,0
MR. WU,20151216,0
MR. EVANS,20151216,-0.5
MR. WILCOX,20151216,0
MR. WILLIAMS,20151216,0.5
MR. LAUBACH,20151216,-0.5
MR. KAMIN,20151216,0
MR. ROSENGREN,20151216,-0.5
MR. LACKER,20151216,0.5
MS. GEORGE,20151216,-0.5
MR. LOCKHART,20151216,-0.5
MR. HARKER,20151216,0.5
MS. BRAINARD,20151216,-0.5
MR. KAPLAN,20151216,0.5
MR. POWELL,20151216,-0.5
MS. MESTER,20151216,0.5
VICE CHAIRMAN DUDLEY,20151216,-0.5
MR. MADIGAN,20151216,0
B. MR. MADIGAN,20151216,0
CHAIR YELLEN,20160127,0
PARTICIPANTS,20160127,0
MR. WILLIAMS,20160127,0
MR. FISCHER,20160127,0
MR. TARULLO,20160127,-0.5
MR. POWELL,20160127,-0.5
MR. MADIGAN,20160127,0
MR. BULLARD,20160127,-0.5
VICE CHAIRMAN DUDLEY,20160127,-0.5
MR. POTTER,20160127,0
MS. GEORGE,20160127,-0.5
IG. MS. GEORGE,20160127,0
MS. MESTER,20160127,-0.5
CHAIR YEL LEN,20160127,0
MR. ROSENGREN,20160127,-0.5
MR. EVANS,20160127,-0.5
MR. LACKER,20160127,0.5
MR. KAPLAN,20160127,-0.5
MR. KASHKARI,20160127,-0.5
MS. BRAINAR D,20160127,0
MS. LOGAN,20160127,0
ON RRP,20160127,0
MS. WEINBACH,20160127,0
MR. HARKER,20160127,-0.5
VICE CHAIRMAN DUDLE Y,20160127,0
IOER. MR. POTTER,20160127,0
MR. LOCKHART,20160127,-0.5
MR. KAMIN,20160127,0
MR. WILCOX,20160127,0
MS. LIANG,20160127,0
MR. REIFSCHNEID ER,20160127,0
MR. REIFSCHNEIDER,20160127,0
MR. WASCHER,20160127,0
MR. ROSENGR EN,20160127,0.5
MS. BRAINARD,20160127,-0.5
CHAI R YELLEN,20160127,0
CHAIR YELL EN,20160127,0
MR. LAUBACH,20160127,-0.5
MR. ENGSTROM,20160127,0
MR. LOCKHAR T,20160127,-0.5
C HAIR YELLEN,20160127,0
MR. CLARK,20160127,0
SEP. MR. CLARK,20160127,0
MS. SMITH,20160127,0
MR. ENGLISH,20160127,0
GOVERNOR FISCHER,20160127,0
CHAIR YELLEN,20160316,-0.5
MR. FISCHER,20160316,-0.5
MR. POTTER,20160316,0
MS. LOGAN,20160316,0
VICE CHAIRMAN DUDLEY,20160316,-0.5
MR. HARKER,20160316,0.5
MR. LACKER,20160316,0.5
MR FISCHER,20160316,0
MR. WILCOX,20160316,0
MS. WILSON,20160316,-0.5
MR. TETLOW,20160316,0
MR. WILLIAMS,20160316,-0.5
MR. WASCHER,20160316,0
MR. W ILLIAMS,20160316,0
MR. TARULLO,20160316,-0.5
MR. BULLARD,20160316,0.5
MS. WI LSON,20160316,0
CHAIR YEL LEN,20160316,0
MR. ROSENGREN,20160316,-0.5
MS. BRAINARD,20160316,-0.5
MR. KAPLAN,20160316,-0.5
MR. EVANS,20160316,-0.5
PARTICIPANT,20160316,0
MS. MESTER,20160316,0.5
MR. LO CKHART,20160316,-0.5
MS. GEORGE,20160316,0.5
MR. POWELL,20160316,-0.5
MR. KASHKARI,20160316,-0.5
VICE CHAI RMAN DUDLEY,20160316,0
MR. LAUBACH,20160316,-0.5
MR. LOCKHART,20160316,0.5
MR. LA UBACH,20160316,0
MR. DUDLEY,20160316,0
MR. WI LCOX,20160316,0
MR. TA RULLO,20160316,-0.5
MR. WI LLIAMS,20160316,0.5
VICE CHAIRMAN DUDLEY,20160316,-0.5
MR. MADIGAN,20160316,0
VI CE CHAIRMAN DUDLEY,20160316,0
CHAIR YELLEN,20160427,0
MR. FISCHER,20160427,-0.5
MR. FUHRER,20160427,0
MR. ADRIAN,20160427,0
MR. SIM,20160427,0
MR. LOCKHART,20160427,-0.5
CHAIR YEL LEN,20160427,-0.5
MR. ROSENGREN,20160427,0.5
MR. TA RULLO,20160427,0
MR. TARULLO,20160427,-0.5
MS. MESTER,20160427,0.5
MR. WILLIAMS,20160427,-0.5
MR. HARKER,20160427,0.5
MS. BRAI NARD,20160427,0
MR. LO CKHART,20160427,-0.5
MR. EVANS,20160427,-0.5
MR. BULLARD,20160427,-0.5
MR. LACKER,20160427,0.5
MS. GE ORGE,20160427,0.5
MR. KASHKARI,20160427,-0.5
MR. KAPLAN,20160427,-0.5
MR. POWELL,20160427,-0.5
MR. DUDLEY,20160427,0
MR. TAR ULLO,20160427,-0.5
MR. POTTER,20160427,0
MS. LO GAN,20160427,0
VICE CHAIRMAN DUDLEY,20160427,0.5
MR. WASCHER,20160427,0
MR. KAMIN,20160427,0
MS. LIANG,20160427,0
MR. PO TTER,20160427,0
MR. RUDD,20160427,0
MR. WILCOX,20160427,0
MR. BULL ARD,20160427,0
MS. BRAINARD,20160427,-0.5
MS. L IANG,20160427,0
MR. LA CKER,20160427,0.5
CHAI R YELLEN,20160427,0
MR. KA PLAN,20160427,-0.5
MS. GEORGE,20160427,-0.5
MR. LAUBACH,20160427,0
MR. MADIGAN,20160427,0
M R. MADIGAN,20160427,0
CHAIR YELLEN,20160615,0
MR. FISCHER,20160615,-0.5
VICE CHAIRMAN DUDLEY,20160615,-0.5
MR. POTTER,20160615,0
MR. RUDD,20160615,0
MR. AHMED,20160615,0
MR. WU,20160615,0
MR. KASHKARI,20160615,-0.5
MR. WILLIAMS,20160615,0.5
MR. BULLARD,20160615,-0.5
MR. KAMIN,20160615,0
MR. WILCOX,20160615,-0.5
GDP. MR. KAMIN,20160615,0
MR. TARULLO,20160615,-0.5
MR. LOCKHART,20160615,-0.5
MR. HARKER,20160615,-0.5
MS. BRAINARD,20160615,-0.5
MR. ROSENGREN,20160615,0.5
